r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,1,6,0,5,0,5,7,5,9,5,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(RelativeAngleSelect()), Start(MapPrefixes(Fold(RelativeDistanceSelect()))), MapPrefixes(Window7Avg(VelocitySelect())))",0,0.7242886212763119,0.6659864402228637
Fold(RelativeAngleSelect()),1,0.6231429391809258,0.5596729559748428
RelativeAngleSelect(),2,0.6288572148284982,0.575822142135317
Start(MapPrefixes(Fold(RelativeDistanceSelect()))),1,0.7267478335882054,0.7009459131700219
MapPrefixes(Fold(RelativeDistanceSelect())),2,0.7380290816977741,0.7125485193127222
Fold(RelativeDistanceSelect()),3,0.7343093699515347,0.7167728705322122
RelativeDistanceSelect(),4,0.7309688029257996,0.7029582027723194
MapPrefixes(Window7Avg(VelocitySelect())),1,0.6580066242277607,0.5914143050234023
Window7Avg(VelocitySelect()),2,0.6640643283065143,0.6007878023412777
VelocitySelect(),3,0.6530637260679549,0.5865626685847869
