r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,1,6,0,5,3,8,1,8,5,5,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(RelativeAngleSelect()), Start(MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())))), MapPrefixes(Window7Avg(VelocitySelect())))",0,0.7802813407100505
Fold(RelativeAngleSelect()),1,0.7304307504094399
RelativeAngleSelect(),2,0.7538627218614963
"Start(MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect()))))",1,0.7661151664281521
"MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())))",2,0.761490252498331
"Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect()))",3,0.7606577375657612
"Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())",4,0.755223249069903
"Add(AxisRatioSelect(), RelativeDistanceSelect())",5,0.7500676984606411
AxisRatioSelect(),6,0.7502568118713195
RelativeDistanceSelect(),6,0.7479883333678093
RelativeAngleSelect(),5,0.7488743202723991
MapPrefixes(Window7Avg(VelocitySelect())),1,0.7605076883312398
Window7Avg(VelocitySelect()),2,0.76040334280975
VelocitySelect(),3,0.7523931717259955
