r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,1,6,0,5,0,5,7,5,9,5,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(RelativeAngleSelect()), Start(MapPrefixes(Fold(RelativeDistanceSelect()))), MapPrefixes(Window7Avg(VelocitySelect())))",0,0.5846763088669623,0.5054399243140965
Fold(RelativeAngleSelect()),1,0.51728369928748,0.4133898066513966
RelativeAngleSelect(),2,0.5663739214650466,0.4807173614725785
Start(MapPrefixes(Fold(RelativeDistanceSelect()))),1,0.6678255596543535,0.6225830752490165
MapPrefixes(Fold(RelativeDistanceSelect())),2,0.5997270290031684,0.5545412125055337
Fold(RelativeDistanceSelect()),3,0.6226846854626311,0.5879584064358766
RelativeDistanceSelect(),4,0.6436721969274407,0.5880475709431536
MapPrefixes(Window7Avg(VelocitySelect())),1,0.6448779785472608,0.5860543876652965
Window7Avg(VelocitySelect()),2,0.6454819914235718,0.585354961874672
VelocitySelect(),3,0.6414058635839047,0.5829025215217366
