r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,1,6,0,5,3,8,1,9,7,4,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(RelativeAngleSelect()), Start(MapPrefixes(Fold(Add(RelativeDistanceSelect(), RelativeAngleSelect())))), MapPrefixes(Window11Avg(AxisRatioSelect())))",0,0.7812702557984424
Fold(RelativeAngleSelect()),1,0.741486363742227
RelativeAngleSelect(),2,0.7330515686163273
"Start(MapPrefixes(Fold(Add(RelativeDistanceSelect(), RelativeAngleSelect()))))",1,0.7665647784766364
"MapPrefixes(Fold(Add(RelativeDistanceSelect(), RelativeAngleSelect())))",2,0.7682239592801309
"Fold(Add(RelativeDistanceSelect(), RelativeAngleSelect()))",3,0.7661704788030635
"Add(RelativeDistanceSelect(), RelativeAngleSelect())",4,0.7595326631960271
RelativeDistanceSelect(),5,0.760323779444166
RelativeAngleSelect(),5,0.758777176492927
MapPrefixes(Window11Avg(AxisRatioSelect())),1,0.7525131555071674
Window11Avg(AxisRatioSelect()),2,0.7473692330730171
AxisRatioSelect(),3,0.7438279216331003
