r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,1,6,0,5,0,5,7,5,9,5,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(RelativeAngleSelect()), Start(MapPrefixes(Fold(RelativeDistanceSelect()))), MapPrefixes(Window7Avg(VelocitySelect())))",0,0.6829220968211364,0.6299817381029111,0.7035691171395974,0.6853178505037651,0.672735999842159,0.6568783990672378,0.6329012708585771,0.6050044982159724,0.5765545602704658,0.5464254998769916,0.5141683777824777,0.4823701244885804
Fold(RelativeAngleSelect()),1,0.562663401750437,0.4799074483650345,0.5564332042561203,0.5423594180677758,0.5296175304006357,0.5185083869050761,0.5092143128152753,0.5014814998282761,0.4952397116872131,0.4902049762303712,0.4860457001162357,0.48238549857843116
RelativeAngleSelect(),2,0.5683049367798483,0.5205291281473646,0.5307807482656886,0.5197173171356076,0.5136326908088121,0.508269485880117,0.5027194199014883,0.49695712425669686,0.49096736263056273,0.48472280922483224,0.47809895873069763,0.4741900284759334
Start(MapPrefixes(Fold(RelativeDistanceSelect()))),1,0.6791445653692543,0.6396995885909931,0.6845605099787477,0.6225316172740498,0.5753751817296763,0.5376361266511386,0.5073077830134846,0.4832859811235647,0.4642998888844349,0.4483194092258078,0.43471661356628916,0.4223294727137831
MapPrefixes(Fold(RelativeDistanceSelect())),2,0.6893186607351908,0.654944833492871,0.662185221421914,0.6361739029649829,0.5977822122026663,0.55431031789936,0.5166464750884009,0.48689489726160395,0.4635984838986006,0.4446280447186017,0.4272969394433694,0.41151054618788546
Fold(RelativeDistanceSelect()),3,0.6829938440329902,0.6518056174765938,0.7278794284726753,0.6940091848373413,0.6735823437815807,0.6565497556670767,0.635260703133755,0.6063085266801177,0.5706019938969221,0.535784307561937,0.5068045366005819,0.48273497673331717
RelativeDistanceSelect(),4,0.7161585540743879,0.6109994950417396,0.7222111752775849,0.657176028509609,0.5938363505191491,0.5276239636491556,0.4743270170493204,0.43709898532414043,0.4123174963427372,0.3953719104899735,0.38277146317919747,0.3731827506276428
MapPrefixes(Window7Avg(VelocitySelect())),1,0.6547368620539352,0.5879642511324557,0.44966030707124804,0.4482768896173258,0.4468500321028662,0.4447248773496659,0.44168085592692014,0.4381227004723471,0.43478479297434697,0.43276243766800304,0.4310711544068133,0.429904191220393
Window7Avg(VelocitySelect()),2,0.6540090979233825,0.5895120352783054,0.4495898944432618,0.4454657889780451,0.44220703889112,0.43978384479147486,0.4380363841525844,0.43655864821105705,0.4352528711811441,0.4341060079512049,0.432953161294343,0.4320171030818439
VelocitySelect(),3,0.6493488034945255,0.5845863394241791,0.45111587985617213,0.44918773848502364,0.44694990554793934,0.44494677518234876,0.4432798042649128,0.4418744508360253,0.4406571310074603,0.43959632173913427,0.4386680209245838,0.4378537222987316
