r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,9,2,7,0,6,7,/,n,e,u,r,s,y,m,_,2
"SimpleITE(Fold(AtomToAtomModule), Start(MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())))), MapPrefixes(Window5Avg(RelativeAngleSelect())))",0,0.8079423836740955,0.7635157633958897
Fold(AtomToAtomModule),1,0.7455085508550855,0.6654371756835703
AtomToAtomModule,2,0.7441415137266798,0.6758813709123048
"Start(MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect()))))",1,0.7779332341891046,0.7288188976377953
"MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())))",2,0.7790449490336666,0.7381888717648936
"Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect()))",3,0.7784587159544466,0.7308347304914916
"Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())",4,0.7664313973417365,0.7157847259992306
"Add(AxisRatioSelect(), RelativeDistanceSelect())",5,0.7679212438902056,0.7170186533031062
AxisRatioSelect(),6,0.7628508789100733,0.7179724477114677
RelativeDistanceSelect(),6,0.7630806677986397,0.7174024945555335
RelativeAngleSelect(),5,0.7667798534117485,0.7172023182297155
MapPrefixes(Window5Avg(RelativeAngleSelect())),1,0.7658516714961534,0.7171931731172969
Window5Avg(RelativeAngleSelect()),2,0.7687799213922692,0.7201867325527979
RelativeAngleSelect(),3,0.7621718644828359,0.7155892781869128
