r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,1,6,0,5,0,5,7,5,9,5,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(RelativeAngleSelect()), Start(MapPrefixes(Fold(RelativeDistanceSelect()))), MapPrefixes(Window7Avg(VelocitySelect())))",0,0.7885133026449247
Fold(RelativeAngleSelect()),1,0.6351061292630575
RelativeAngleSelect(),2,0.6403515439429929
Start(MapPrefixes(Fold(RelativeDistanceSelect()))),1,0.7600901983768266
MapPrefixes(Fold(RelativeDistanceSelect())),2,0.7685219037507074
Fold(RelativeDistanceSelect()),3,0.7655077985474461
RelativeDistanceSelect(),4,0.7535459752306508
MapPrefixes(Window7Avg(VelocitySelect())),1,0.6749223395133743
Window7Avg(VelocitySelect()),2,0.6764633139049235
VelocitySelect(),3,0.6647617788189065
