r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,8,1,8,8,9,7,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(RelativeAngleSelect()), Start(MapPrefixes(Fold(Add(RelativeAngleSelect(), RelativeDistanceSelect())))), MapPrefixes(Window7Avg(VelocitySelect())))",0,0.5202705754810732,0.4691471398524749,0.753256413780275,0.6845315235560058,0.609823190775074
Fold(RelativeAngleSelect()),1,0.6420497436833613,0.5460107114883889,0.5078981313549105,0.4930292192052622,0.4804505656977169
RelativeAngleSelect(),2,0.6406353950236943,0.5311641473810359,0.5193795322394762,0.4912390562354541,0.466302327445296
"Start(MapPrefixes(Fold(Add(RelativeAngleSelect(), RelativeDistanceSelect()))))",1,0.6490212514175829,0.605194247692638,0.645556640429575,0.5820625717522668,0.5101176813000539
"MapPrefixes(Fold(Add(RelativeAngleSelect(), RelativeDistanceSelect())))",2,0.6332021716391891,0.5870013446884805,0.684604639889764,0.6209335600743529,0.5414194787134889
"Fold(Add(RelativeAngleSelect(), RelativeDistanceSelect()))",3,0.6288269531065158,0.5905457027711777,0.6766548430333372,0.6173586210266488,0.5397241164426334
"Add(RelativeAngleSelect(), RelativeDistanceSelect())",4,0.030382432504110768,0.013961059287547761,0.674763846592825,0.6151196575555645,0.5658022233697234
RelativeAngleSelect(),5,0.6915124342303616,0.6393851021877988,0.5144717712871364,0.45459576708371524,0.42168396662493224
RelativeDistanceSelect(),5,0.6578610079278893,0.6213402732595965,0.68929188661888,0.5947720467067156,0.5237405534650459
MapPrefixes(Window7Avg(VelocitySelect())),1,0.7248699629528055,0.6489067210597689,0.42610770659368546,0.41762317252940817,0.41032625514952864
Window7Avg(VelocitySelect()),2,0.7213774721664367,0.6443006470881035,0.4401377302701356,0.4290260066751574,0.41716566339868016
VelocitySelect(),3,0.7151079545993305,0.6444729464376923,0.4122448578232624,0.40890869742534197,0.40685740308683427
