r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,8,2,9,4,4,8,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(RelativeAngleSelect()), Start(MapPrefixes(Fold(Add(RelativeAngleSelect(), RelativeDistanceSelect())))), Map(VelocitySelect()))",0,0.5252619452520709,0.4708455224516459,0.7529326765263666,0.6844209960249604,0.6093252740922521
Fold(RelativeAngleSelect()),1,0.6970623062724202,0.5676688867745004,0.4848337920962787,0.47772620398490157,0.4682635005380287
RelativeAngleSelect(),2,0.6922422258592471,0.563856431353503,0.484300577738246,0.47104180885142966,0.4564360595140301
"Start(MapPrefixes(Fold(Add(RelativeAngleSelect(), RelativeDistanceSelect()))))",1,0.6634937489135184,0.6089422028353325,0.6467651470762784,0.5831790722784449,0.5112829819077351
"MapPrefixes(Fold(Add(RelativeAngleSelect(), RelativeDistanceSelect())))",2,0.6466454885970319,0.5881008832815322,0.6851764106359638,0.6203683341135744,0.5419376502271558
"Fold(Add(RelativeAngleSelect(), RelativeDistanceSelect()))",3,0.6431645420528572,0.5946477913622772,0.6783307898240011,0.6181609415617145,0.5399900000603473
"Add(RelativeAngleSelect(), RelativeDistanceSelect())",4,0.08042938236379782,0.04898436358322378,0.6729342341423035,0.6125364254732601,0.5625373960518446
RelativeAngleSelect(),5,0.7031002949579753,0.6363738510977774,0.5197462874357818,0.4594714729512324,0.42596894356070975
RelativeDistanceSelect(),5,0.6683431847315198,0.6180431471776853,0.6886473522811639,0.5954331882664414,0.5262408701122784
Map(VelocitySelect()),1,0.7242296814528134,0.6484874976183271,0.42609008706983975,0.4174985846535104,0.41049114602511044
VelocitySelect(),2,0.7198792766027681,0.6458097009846181,0.4167765779573409,0.4128986132926628,0.4075002220810437
