r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,8,8,2,7,4,8,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(Add(RelativeAngleSelect(), AxisRatioSelect())), Start(MapPrefixes(Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), Add(RelativeAngleSelect(), Add(SpeedSelect(), AxisRatioSelect())))))), MapPrefixes(Window5Avg(RelativeAngleSelect())))",0,0.7440671992481204,0.6978809619627815
"Fold(Add(RelativeAngleSelect(), AxisRatioSelect()))",1,0.7287529389412687,0.6960315039976664
"Add(RelativeAngleSelect(), AxisRatioSelect())",2,0.7355480994004675,0.6871677652562194
RelativeAngleSelect(),3,0.7383326081610261,0.7028926165632016
AxisRatioSelect(),3,0.7351958089509927,0.7060991824752176
"Start(MapPrefixes(Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), Add(RelativeAngleSelect(), Add(SpeedSelect(), AxisRatioSelect()))))))",1,0.7430502343954501,0.7283136143067445
"MapPrefixes(Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), Add(RelativeAngleSelect(), Add(SpeedSelect(), AxisRatioSelect())))))",2,0.7519951305288787,0.7282171492501532
"Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), Add(RelativeAngleSelect(), Add(SpeedSelect(), AxisRatioSelect()))))",3,0.7475552473723956,0.7151362794390052
"Add(Add(SpeedSelect(), RelativeDistanceSelect()), Add(RelativeAngleSelect(), Add(SpeedSelect(), AxisRatioSelect())))",4,0.7526982415316363,0.7168781198003328
"Add(SpeedSelect(), RelativeDistanceSelect())",5,0.7338889015730953,0.6941543158832134
SpeedSelect(),6,0.7478731884226866,0.7109213676729544
RelativeDistanceSelect(),6,0.7592209218809414,0.7233102366322396
"Add(RelativeAngleSelect(), Add(SpeedSelect(), AxisRatioSelect()))",5,0.7664256493197602,0.7209761584034108
RelativeAngleSelect(),6,0.7520314051932081,0.7162612002157811
"Add(SpeedSelect(), AxisRatioSelect())",6,0.7617415283855338,0.7263191354100444
SpeedSelect(),7,0.7498397578354911,0.7115883786810725
AxisRatioSelect(),7,0.7514296661037875,0.7160572168900875
MapPrefixes(Window5Avg(RelativeAngleSelect())),1,0.7428115682628594,0.7191656275976724
Window5Avg(RelativeAngleSelect()),2,0.7429859603482833,0.7210324923795318
RelativeAngleSelect(),3,0.7426826093424576,0.7159716963889395
