r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,7,9,9,9,9,7,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(Add(RelativeAngleSelect(), AxisRatioSelect())), Start(MapPrefixes(Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), Add(RelativeAngleSelect(), AxisRatioSelect()))))), MapPrefixes(Window5Avg(RelativeAngleSelect())))",0,0.7307916047239588,0.651885775209295
"Fold(Add(RelativeAngleSelect(), AxisRatioSelect()))",1,0.7364964469307529,0.6950737516468186
"Add(RelativeAngleSelect(), AxisRatioSelect())",2,0.7305338457948154,0.6842296135115532
RelativeAngleSelect(),3,0.7341052748308874,0.7036045366137058
AxisRatioSelect(),3,0.73667465901133,0.7084563996602735
"Start(MapPrefixes(Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), Add(RelativeAngleSelect(), AxisRatioSelect())))))",1,0.7530985507659151,0.7098031572792829
"MapPrefixes(Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), Add(RelativeAngleSelect(), AxisRatioSelect()))))",2,0.75875175035007,0.7183164919740046
"Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), Add(RelativeAngleSelect(), AxisRatioSelect())))",3,0.7501752095313986,0.7190791351263199
"Add(Add(SpeedSelect(), RelativeDistanceSelect()), Add(RelativeAngleSelect(), AxisRatioSelect()))",4,0.7550086025616517,0.7236082678465298
"Add(SpeedSelect(), RelativeDistanceSelect())",5,0.7609002395450986,0.7251176800406827
SpeedSelect(),6,0.7570338590313843,0.7141214915849705
RelativeDistanceSelect(),6,0.7681367612738805,0.735636202283148
"Add(RelativeAngleSelect(), AxisRatioSelect())",5,0.7572909855207847,0.7103114605382522
RelativeAngleSelect(),6,0.7501573257441273,0.7242484439147133
AxisRatioSelect(),6,0.7639720442087228,0.7369772224186937
MapPrefixes(Window5Avg(RelativeAngleSelect())),1,0.7399968059136227,0.7164535937185423
Window5Avg(RelativeAngleSelect()),2,0.7389096946944436,0.7127104472357386
RelativeAngleSelect(),3,0.7388597475777081,0.7117230188009483
