r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,1,6,0,5,4,5,7,2,0,0,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(Add(RelativeAngleSelect(), AxisRatioSelect())), Start(MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())))), MapPrefixes(Window7Avg(VelocitySelect())))",0,0.7865725304982798
"Fold(Add(RelativeAngleSelect(), AxisRatioSelect()))",1,0.755800773748747
"Add(RelativeAngleSelect(), AxisRatioSelect())",2,0.7562816668390031
RelativeAngleSelect(),3,0.7547823656815482
AxisRatioSelect(),3,0.7442187994763482
"Start(MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect()))))",1,0.7858662687141963
"MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())))",2,0.7896892433409287
"Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect()))",3,0.7770870035768191
"Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())",4,0.7774941574762257
"Add(AxisRatioSelect(), RelativeDistanceSelect())",5,0.7733606757482545
AxisRatioSelect(),6,0.7699300768855867
RelativeDistanceSelect(),6,0.771203840545929
RelativeAngleSelect(),5,0.7715119272352841
MapPrefixes(Window7Avg(VelocitySelect())),1,0.7599071622253813
Window7Avg(VelocitySelect()),2,0.7586016542687011
VelocitySelect(),3,0.7570961543715224
