r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,5,4,0,4,6,2,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(Add(RelativeAngleSelect(), AxisRatioSelect())), Start(MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())))), MapPrefixes(Window5Avg(RelativeAngleSelect())))",0,0.7978505045897714, 0.7615
"Fold(Add(RelativeAngleSelect(), AxisRatioSelect()))",1,0.7296823510950706, 0.6172
"Add(RelativeAngleSelect(), AxisRatioSelect())",2,0.7382171792912858,0.6661
RelativeAngleSelect(),3,0.7492570490896169,0.6790
AxisRatioSelect(),3,0.7564327309562023,0.6738
"Start(MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect()))))",1,0.7917223543716255,
"MapPrefixes(Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())))",2,0.7937719505891333,0.7461
"Fold(Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect()))",3,0.7803430267401044,0.7554
"Add(Add(AxisRatioSelect(), RelativeDistanceSelect()), RelativeAngleSelect())",4,0.7730764576324516,0.7353
"Add(AxisRatioSelect(), RelativeDistanceSelect())",5,0.777063112656333,0.7397
AxisRatioSelect(),6,0.7704279785701723,0.7410
RelativeDistanceSelect(),6,0.7752308906786516,0.7303
RelativeAngleSelect(),5,0.775900498856586,0.7373
MapPrefixes(Window5Avg(RelativeAngleSelect())),1,0.760492826091853,0.6870
Window5Avg(RelativeAngleSelect()),2,0.7603086166748491,0.6884 ;; 
RelativeAngleSelect(),3,0.7577456130041317,  0.6831
