r,e,s,u,l,t,s,/,m,a,r,s,_,a,n,_,a,s,t,a,r,-,n,e,a,r,_,1,_,7,8,3,6,7,8,/,f,u,l,l,p,r,o,g,r,a,m
"SimpleITE(Fold(Add(RelativeAngleSelect(), AxisRatioSelect())), Start(MapPrefixes(Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), RelativeAngleSelect())))), MapPrefixes(Window5Avg(RelativeAngleSelect())))",0,0.750890715099946,0.7106407734714796
"Fold(Add(RelativeAngleSelect(), AxisRatioSelect()))",1,0.7281754748980759,0.6779395953474734
"Add(RelativeAngleSelect(), AxisRatioSelect())",2,0.7161544769417001,0.6563728100200298
RelativeAngleSelect(),3,0.7236061910082975,0.6676741688107312
AxisRatioSelect(),3,0.7343052800473489,0.6833444816053511
"Start(MapPrefixes(Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), RelativeAngleSelect()))))",1,0.755539692163267,0.7253636215067821
"MapPrefixes(Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), RelativeAngleSelect())))",2,0.7410917034751698,0.7098501070663811
"Fold(Add(Add(SpeedSelect(), RelativeDistanceSelect()), RelativeAngleSelect()))",3,0.7471281081867094,0.7153389391463755
"Add(Add(SpeedSelect(), RelativeDistanceSelect()), RelativeAngleSelect())",4,0.7458163726820443,0.6929716399506782
"Add(SpeedSelect(), RelativeDistanceSelect())",5,0.7462291611537443,0.7000866910406695
SpeedSelect(),6,0.7591317611169776,0.7247179272879231
RelativeDistanceSelect(),6,0.7583316982930178,0.7130633934200538
RelativeAngleSelect(),5,0.7632861650072736,0.7123065015479876
MapPrefixes(Window5Avg(RelativeAngleSelect())),1,0.7388655289728832,0.6946967689082717
Window5Avg(RelativeAngleSelect()),2,0.7402599783656931,0.6931605227841521
RelativeAngleSelect(),3,0.7385238482706918,0.6904265950658014
